3388,58.411
3390,58.714
3392,58.875
3394,60.538
3396,60.121
3398,59.415
3400,60.325
3402,60.057
3404,57.077
3406,58.61
3408,59.395
3410,58.851
3412,61.002
3414,57.512
3416,61.013
3418,60.252
3420,60.269
3512,70.649
3514,65.281
3516,73.887
3518,74.781
3520,68.184
3522,71.914
3524,73.988
3526,76.302
3528,72.332
3530,73.553
3532,68.219
3534,78.313
3536,76.534
3538,77.97
3540,77.661
3542,73.302
3544,75.345
3546,75.459
3548,67.498
3550,70.186
3642,68.238
3644,69.502
3646,68.331
3648,70.361
3650,77.756
3652,77.491
3654,66.91
3656,74.408
3658,81.535
3660,75.052
3662,69.02
3664,75.084
3666,70.341
3668,77.948
3670,69.379
3672,75.904
3674,72.816
3676,74.264
3678,68.295
3680,77.154
3772,100.85
3774,95.456
3776,95.562
3778,92.928
3780,99.19
3782,100.09
3784,95.761
3786,97.47
3788,94.867
3790,99.257
3792,98.731
3794,99.151
3796,98.194
3798,96.419
3800,93.342
3802,93.516
3804,90.775
3806,91.565
3808,92.632
3810,97.483
