2,74.182
4,72.182
6,72.242
8,68.485
10,71.383
12,70.059
14,68.619
16,69.713
18,69.218
20,68.314
22,70.908
24,67.758
26,68.842
28,71.383
30,70.244
32,72.383
34,71.471
36,71.824
38,69.35
40,71.237
132,71.815
134,76.239
136,77.396
138,73.433
140,77.629
142,73.245
144,81.558
146,76.545
148,81.546
150,79.143
152,82.717
154,79.01
156,78.822
158,76.207
160,77.134
162,74.836
164,81.338
166,82.889
168,75.212
170,80.875
392,77.129
394,72.806
396,68.096
398,67.461
400,69.655
402,65.75
404,65.996
406,64.599
408,66.235
410,69.394
412,70.052
414,73.193
416,65.623
418,66.928
420,66.198
422,68.267
424,71.481
426,65.56
428,64.129
430,67.157
509,66.503
522,86
524,85.126
526,85.6
528,82.775
530,84.268
532,83.094
534,85.728
536,85.775
538,84.465
540,81.58
542,84.049
544,85.299
546,84.581
548,84.049
550,82.37
552,82.337
554,89.167
556,84.759
558,82.094
560,79.727
782,62
784,71.257
786,61.516
788,75.178
790,64
792,91.17
794,86.505
796,64
798,73.917
800,64.608
802,77.576
804,67.955
806,74.285
808,86.943
810,74.09
812,74.708
814,67.619
816,68.59
818,66
820,75.366
912,72.939
914,73.143
916,72.875
918,77.068
920,74.244
922,76.779
924,75.541
926,78.759
928,76.883
930,77.029
932,76.531
934,78.044
936,80.965
938,76.987
940,77.692
942,76.593
944,76.811
946,75.738
948,78.79
950,77.544
1042,80.831
1044,78.94
1046,76.315
1048,77.863
1050,77.852
1052,81.033
1054,77.291
1056,77.417
1058,75.977
1060,80.297
1062,79.825
1064,78.227
1066,76.48
1068,80.099
1172,86.547
1174,87.975
1176,87.108
1178,83.49
1180,85.227
1182,88.373
1184,81.402
1186,89.154
1188,88.167
1190,87.533
1192,87.992
1194,85.833
1196,92.467
1198,92.873
1200,86.068
1202,89.825
1204,94.349
1206,92.779
1208,86.174
1210,79.945
1562,52.834
1564,56.555
1566,55.092
1568,58.354
1570,53.721
1572,56.784
1574,54.011
1576,55.66
1578,53.925
1580,54.476
1582,56.725
1584,52.309
1586,56.842
1588,53.594
1590,52.929
1592,56.881
1594,53.676
1596,51.739
1598,51.285
1600,52.193
1692,85.191
1694,80.22
1696,79.564
1698,85.658
1700,81.067
1702,86.517
1704,75.686
1706,77.533
1708,75.789
1710,73.493
1712,77.618
1714,77.714
1716,83.304
1718,75.956
1720,76.407
1722,74.969
1724,81.577
1726,75.789
1728,87.108
1730,86.174
1952,79.253
1954,80.865
1956,77.959
1958,77.27
1960,79.01
1962,79.64
1964,78.736
1966,77.523
1968,74.724
1970,77.735
1972,78.966
1974,79.934
1976,80.962
1978,76.717
1980,78.281
1982,79.585
2082,69.569
2084,68.295
2086,69.512
2088,67.203
2090,64.268
2092,68.409
2094,69.943
2096,69.227
2098,65.623
2100,67.647
2102,65.932
2104,66.188
2106,68.078
2108,73.39
2110,66.051
2112,64.036
2114,67.871
2116,70.127
2118,68.664
2120,65.039
2212,46.041
2214,63.297
2216,61.028
2218,62.899
2220,63.174
2222,60
2224,62.056
2226,66
2228,55.536
2230,48.675
2232,65.594
2234,66
2236,66.946
2238,59.791
2240,64.837
2242,60
2244,62
2246,65.192
2248,60.886
2250,67.89
2342,77.777
2344,78.409
2346,84.015
2348,85.986
2350,76.992
2352,79.186
2354,79.77
2356,80.831
2358,78.465
2360,79.825
2362,75.852
2364,75.11
2366,76.176
2368,86.601
2370,84.616
2372,78.769
2374,89.216
2376,75.789
2378,76.821
2380,80.132
2472,69.076
2474,69.551
2476,69.818
2478,74.429
2480,70.764
2482,76.977
2484,67.148
2486,70.616
2488,67.787
2490,75.758
2492,70.841
2494,96.816
2496,92.265
2498,71.638
2500,59.941
2502,64.442
2504,66.873
2506,62.908
2508,68.102
2510,87.474
2602,93.348
2604,104.23
2606,98.924
2608,103.67
2610,99.606
2612,100.9
2614,96.71
2616,99.851
2618,98.011
2620,97.537
2622,98.234
2624,97.954
2626,98.529
2628,98.529
2630,95.468
2632,99.97
2634,96.525
2636,97.399
2638,100.98
2640,92.53
2732,64.529
2734,69.559
2736,67.796
2738,69.902
2740,71.835
2742,69.082
2744,69.934
2746,72.083
2748,72.053
2750,73.614
2752,66.253
2754,70.04
2756,74.419
2758,69.17
2760,67.637
2762,75.506
2764,71.667
2766,66.494
2768,69.274
2770,67.435
2862,87.025
2864,96.459
2866,91.201
2868,96.34
2870,90.998
2872,96.749
2874,90.988
2876,94.388
2878,96.067
2880,88.47
2882,85.786
2884,88
2886,81.881
2888,82
2890,81.259
2892,86
2894,84
2896,85.333
2898,86
2900,92.828
2992,62.483
2994,65.443
2996,62.404
2998,66.467
3000,66.521
3002,65.868
3004,68.447
3006,69.512
3008,65.923
3010,67.148
3012,66.318
3014,64.713
3016,68.012
3018,71.776
3020,66.456
3022,63.673
3024,63.245
3026,65.996
3028,65.497
3030,68.2
3252,92
3254,94.054
3256,107.69
3258,99.444
3260,109.49
3262,96.861
3264,102.01
3266,88.494
3268,94.259
3270,87.891
3272,97.491
3274,85.299
3276,93.913
3278,106.9
3280,95.575
3282,94.285
3284,98.502
3286,103.64
3288,97.215
3290,94.079
3382,55.505
3384,55.637
3386,56.423
